"","indiv","Block","Col","Row","Population","Family","TempTrt","WaterTrt","variable","LLL","Day","DayN"
"398","421","MM7-5","I","3","Hauser Creek","HAU1","Cool","Dry","LLL_0512",2.14,2014-05-12,0
"399","423","MM7-5","K","3","Middle Yuba","MYU1","Cool","Dry","LLL_0512",3.23,2014-05-12,0
"401","425","MM7-5","M","3","North Fork Middle Tule","NMT5","Cool","Dry","LLL_0512",2.87,2014-05-12,0
"403","427","MM7-5","A","4","Rainbow Pool","RBW3","Cool","Dry","LLL_0512",2.89,2014-05-12,0
"404","428","MM7-5","B","4","Redwood Creek","RWD1","Cool","Dry","LLL_0512",1.02,2014-05-12,0
"406","430","MM7-5","D","4","Wawona","192aC2","Cool","Dry","LLL_0512",1.49,2014-05-12,0
"407","431","MM7-5","E","4","West Fork Mojave River","WFM9","Cool","Dry","LLL_0512",1.78,2014-05-12,0
"408","432","MM7-5","F","4","Whitewater Canyon","WWC3","Cool","Dry","LLL_0512",1.15,2014-05-12,0
"409","433","MM7-5","G","4","Cottonwood Creek","346a","Cool","Dry","LLL_0512",1.67,2014-05-12,0
"410","434","MM7-5","H","4","Cuyamaca Rancho","CUR7","Cool","Dry","LLL_0512",2.26,2014-05-12,0
"411","435","MM7-5","I","4","Deep Creek","DPC5","Cool","Dry","LLL_0512",0.81,2014-05-12,0
"412","436","MM7-5","J","4","Grade Road Palomar","GRP1","Cool","Dry","LLL_0512",1.32,2014-05-12,0
"413","437","MM7-5","K","4","Hauser Creek","HAU11","Cool","Dry","LLL_0512",0.48,2014-05-12,0
"416","440","MM7-5","N","4","Mill Creek","MIL9","Cool","Dry","LLL_0512",2.37,2014-05-12,0
"421","448","MM7-5","H","5","Whitewater Canyon","WWC7","Cool","Dry","LLL_0512",1.65,2014-05-12,0
"422","449","MM7-5","I","5","Cottonwood Creek","370a","Cool","Dry","LLL_0512",3.85,2014-05-12,0
"423","450","MM7-5","J","5","Cuyamaca Rancho","CUR5","Cool","Dry","LLL_0512",1.36,2014-05-12,0
"425","452","MM7-5","L","5","Grade Road Palomar","GRP5","Cool","Dry","LLL_0512",0.63,2014-05-12,0
"426","453","MM7-5","M","5","Hauser Creek","HAU9","Cool","Dry","LLL_0512",1.01,2014-05-12,0
"428","455","MM7-5","A","6","Middle Yuba","MYU1","Cool","Dry","LLL_0512",5.44,2014-05-12,0
"429","456","MM7-5","B","6","Mill Creek","MIL7","Cool","Dry","LLL_0512",3.63,2014-05-12,0
"430","457","MM7-5","C","6","North Fork Middle Tule","NMT2","Cool","Dry","LLL_0512",2.66,2014-05-12,0
"431","458","MM7-5","D","6","Paradise Creek","PRD3","Cool","Dry","LLL_0512",0.94,2014-05-12,0
"432","459","MM7-5","E","6","Rainbow Pool","RBW3","Cool","Dry","LLL_0512",3.42,2014-05-12,0
"435","463","MM7-5","I","6","West Fork Mojave River","WFM3","Cool","Dry","LLL_0512",1.55,2014-05-12,0
"436","464","MM7-5","J","6","Whitewater Canyon","WWC5","Cool","Dry","LLL_0512",2.68,2014-05-12,0
"437","465","MM7-5","K","6","Cottonwood Creek","355a","Cool","Dry","LLL_0512",4.43,2014-05-12,0
"438","466","MM7-5","L","6","Cuyamaca Rancho","CUR3","Cool","Dry","LLL_0512",2.35,2014-05-12,0
"439","467","MM7-5","M","6","Deep Creek","DPC1","Cool","Dry","LLL_0512",2.02,2014-05-12,0
"440","468","MM7-5","A","7","Hauser Creek","HAU7","Cool","Dry","LLL_0512",1.75,2014-05-12,0
"441","469","MM7-5","B","7","Little Jameson","LIJ5","Cool","Dry","LLL_0512",2.78,2014-05-12,0
"442","470","MM7-5","D","7","Mill Creek","MIL5","Cool","Dry","LLL_0512",2.32,2014-05-12,0
"443","471","MM7-5","E","7","North Fork Middle Tule","NMT4","Cool","Dry","LLL_0512",1.75,2014-05-12,0
"444","473","MM7-5","G","7","Rainbow Pool","RBW1","Cool","Dry","LLL_0512",2.58,2014-05-12,0
"445","474","MM7-5","H","7","Redwood Creek","RWD4","Cool","Dry","LLL_0512",0.81,2014-05-12,0
"447","476","MM7-5","J","7","Wawona","188aC2","Cool","Dry","LLL_0512",1.78,2014-05-12,0
"448","477","MM7-5","K","7","West Fork Mojave River","WFM7","Cool","Dry","LLL_0512",4.38,2014-05-12,0
"449","480","MM7-5","L","7","Whitewater Canyon","WWC1","Cool","Dry","LLL_0512",1.22,2014-05-12,0
"450","481","MM7-6","A","1","Cuyamaca Rancho","CUR12","Cool","Dry","LLL_0512",0.71,2014-05-12,0
"452","483","MM7-6","C","1","Grade Road Palomar","GRP6","Cool","Dry","LLL_0512",1.6,2014-05-12,0
"453","485","MM7-6","E","1","Little Jameson","LIJ8","Cool","Dry","LLL_0512",0.96,2014-05-12,0
"455","488","MM7-6","H","1","North Fork Middle Tule","NMT1","Cool","Dry","LLL_0512",3.19,2014-05-12,0
"457","490","MM7-6","J","1","Rainbow Pool","RBW2","Cool","Dry","LLL_0512",0.99,2014-05-12,0
"458","491","MM7-6","K","1","Redwood Creek","RWD5","Cool","Dry","LLL_0512",1.52,2014-05-12,0
"459","493","MM7-6","M","1","Wawona","183aC2","Cool","Dry","LLL_0512",0.91,2014-05-12,0
"460","494","MM7-6","N","1","West Fork Mojave River","WFM10","Cool","Dry","LLL_0512",1.76,2014-05-12,0
"461","495","MM7-6","A","2","Whitewater Canyon","WWC4","Cool","Dry","LLL_0512",0.75,2014-05-12,0
"462","496","MM7-6","B","2","Cottonwood Creek","349a","Cool","Dry","LLL_0512",5.36,2014-05-12,0
"463","497","MM7-6","C","2","Cuyamaca Rancho","CUR6","Cool","Dry","LLL_0512",0.6,2014-05-12,0
"465","499","MM7-6","E","2","Grade Road Palomar","GRP4","Cool","Dry","LLL_0512",1.99,2014-05-12,0
"466","500","MM7-6","F","2","Hauser Creek","HAU6","Cool","Dry","LLL_0512",3.02,2014-05-12,0
"469","503","MM7-6","I","2","Mill Creek","MIL12","Cool","Dry","LLL_0512",3.57,2014-05-12,0
"470","504","MM7-6","J","2","North Fork Middle Tule","NMT4","Cool","Dry","LLL_0512",1.83,2014-05-12,0
"471","506","MM7-6","L","2","Rainbow Pool","RBW4","Cool","Dry","LLL_0512",1.21,2014-05-12,0
"472","507","MM7-6","M","2","Redwood Creek","RWD8","Cool","Dry","LLL_0512",1.86,2014-05-12,0
"473","509","MM7-6","A","3","Wawona","185aC2","Cool","Dry","LLL_0512",2.31,2014-05-12,0
"475","511","MM7-6","C","3","Whitewater Canyon","WWC12","Cool","Dry","LLL_0512",1.16,2014-05-12,0
"476","512","MM7-6","D","3","Cottonwood Creek","361a","Cool","Dry","LLL_0512",0.92,2014-05-12,0
"477","513","MM7-6","E","3","Cuyamaca Rancho","CUR8","Cool","Dry","LLL_0512",0.91,2014-05-12,0
"478","514","MM7-6","F","3","Deep Creek","DPC2","Cool","Dry","LLL_0512",0.57,2014-05-12,0
"479","515","MM7-6","G","3","Grade Road Palomar","GRP4","Cool","Dry","LLL_0512",3.67,2014-05-12,0
"480","516","MM7-6","H","3","Hauser Creek","HAU4","Cool","Dry","LLL_0512",1.43,2014-05-12,0
"481","517","MM7-6","I","3","Little Jameson","LIJ10","Cool","Dry","LLL_0512",0.92,2014-05-12,0
"482","518","MM7-6","J","3","Middle Yuba","MYU4","Cool","Dry","LLL_0512",4.54,2014-05-12,0
"483","519","MM7-6","K","3","Mill Creek","MIL4","Cool","Dry","LLL_0512",2.35,2014-05-12,0
"484","520","MM7-6","L","3","North Fork Middle Tule","NMT3","Cool","Dry","LLL_0512",1.56,2014-05-12,0
"485","522","MM7-6","N","3","Rainbow Pool","RBW2","Cool","Dry","LLL_0512",1.61,2014-05-12,0
"486","523","MM7-6","A","4","Redwood Creek","RWD10","Cool","Dry","LLL_0512",1.43,2014-05-12,0
"487","524","MM7-6","B","4","Rock Creek","002aN1","Cool","Dry","LLL_0512",2.56,2014-05-12,0
"488","526","MM7-6","D","4","West Fork Mojave River","WFM6","Cool","Dry","LLL_0512",1.27,2014-05-12,0
"489","527","MM7-6","E","4","Whitewater Canyon","WWC2","Cool","Dry","LLL_0512",0.63,2014-05-12,0
"490","528","MM7-6","F","4","Cottonwood Creek","348a","Cool","Dry","LLL_0512",0.76,2014-05-12,0
"491","529","MM7-6","G","4","Cuyamaca Rancho","CUR2","Cool","Dry","LLL_0512",0.57,2014-05-12,0
"492","532","MM7-6","J","4","Hauser Creek","HAU2","Cool","Dry","LLL_0512",0.24,2014-05-12,0
"493","533","MM7-6","K","4","Little Jameson","LIJ12","Cool","Dry","LLL_0512",2.9,2014-05-12,0
"494","534","MM7-6","L","4","Middle Yuba","MYU2","Cool","Dry","LLL_0512",1.63,2014-05-12,0
"495","535","MM7-6","M","4","Mill Creek","MIL2","Cool","Dry","LLL_0512",0.64,2014-05-12,0
"497","537","MM7-6","A","5","Paradise Creek","PRD2","Cool","Dry","LLL_0512",2.88,2014-05-12,0
"498","538","MM7-6","B","5","Rainbow Pool","RBW4","Cool","Dry","LLL_0512",3.26,2014-05-12,0
"501","541","MM7-6","E","5","Wawona","189aC2","Cool","Dry","LLL_0512",1.82,2014-05-12,0
"502","542","MM7-6","F","5","West Fork Mojave River","WFM12","Cool","Dry","LLL_0512",2.04,2014-05-12,0
"503","543","MM7-6","G","5","Whitewater Canyon","WWC8","Cool","Dry","LLL_0512",0.73,2014-05-12,0
"504","544","MM7-6","H","5","Cottonwood Creek","371a","Cool","Dry","LLL_0512",2.67,2014-05-12,0
"505","545","MM7-6","I","5","Cuyamaca Rancho","CUR10","Cool","Dry","LLL_0512",1.14,2014-05-12,0
"506","547","MM7-6","K","5","Grade Road Palomar","GRP2","Cool","Dry","LLL_0512",3.82,2014-05-12,0
"507","548","MM7-6","L","5","Hauser Creek","HAU8","Cool","Dry","LLL_0512",3.58,2014-05-12,0
"509","550","MM7-6","N","5","Middle Yuba","MYU4","Cool","Dry","LLL_0512",1.28,2014-05-12,0
"510","551","MM7-6","A","6","Mill Creek","MIL6","Cool","Dry","LLL_0512",3.1,2014-05-12,0
"512","553","MM7-6","C","6","Paradise Creek","PRD7","Cool","Dry","LLL_0512",6.84,2014-05-12,0
"513","554","MM7-6","D","6","Rainbow Pool","RBW2","Cool","Dry","LLL_0512",1.67,2014-05-12,0
"515","556","MM7-6","F","6","Rock Creek","007aN1","Cool","Dry","LLL_0512",3.71,2014-05-12,0
"517","558","MM7-6","H","6","West Fork Mojave River","WFM2","Cool","Dry","LLL_0512",1.96,2014-05-12,0
"518","559","MM7-6","I","6","Whitewater Canyon","WWC10","Cool","Dry","LLL_0512",1.42,2014-05-12,0
"520","561","MM7-6","K","6","Cuyamaca Rancho","CUR4","Cool","Dry","LLL_0512",3.18,2014-05-12,0
"521","562","MM7-6","L","6","Deep Creek","DPC6","Cool","Dry","LLL_0512",0.94,2014-05-12,0
"522","563","MM7-6","M","6","Grade Road Palomar","GRP2","Cool","Dry","LLL_0512",4.8,2014-05-12,0
"523","564","MM7-6","N","6","Hauser Creek","HAU12","Cool","Dry","LLL_0512",1.86,2014-05-12,0
"524","565","MM7-6","B","7","Middle Yuba","MYU2","Cool","Dry","LLL_0512",2.23,2014-05-12,0
"525","567","MM7-6","D","7","North Fork Middle Tule","NMT5","Cool","Dry","LLL_0512",4.24,2014-05-12,0
"527","569","MM7-6","H","7","Rock Creek","015aN1","Cool","Dry","LLL_0512",0.86,2014-05-12,0
"528","570","MM7-6","I","7","Wawona","191aC2","Cool","Dry","LLL_0512",2.48,2014-05-12,0
"529","571","MM7-6","J","7","West Fork Mojave River","WFM8","Cool","Dry","LLL_0512",3.29,2014-05-12,0
"530","572","MM7-6","K","7","Whitewater Canyon","WWC6","Cool","Dry","LLL_0512",2.68,2014-05-12,0
"531","573","MM7-6","L","7","Cottonwood Creek","364a","Cool","Dry","LLL_0512",1.19,2014-05-12,0
"532","574","MM7-6","A","7","Little Jameson","LIJ2","Cool","Dry","LLL_0512",1.22,2014-05-12,0
"533","577","MM7-7","A","1","Grade Road Palomar","GRP5","Cool","Wet","LLL_0512",2.54,2014-05-12,0
"535","579","MM7-7","C","1","Little Jameson","LIJ7","Cool","Wet","LLL_0512",1.04,2014-05-12,0
"537","582","MM7-7","F","1","North Fork Middle Tule","NMT1","Cool","Wet","LLL_0512",1.84,2014-05-12,0
"539","584","MM7-7","H","1","Rainbow Pool","RBW1","Cool","Wet","LLL_0512",2.36,2014-05-12,0
"540","585","MM7-7","I","1","Redwood Creek","RWD4","Cool","Wet","LLL_0512",1.91,2014-05-12,0
"541","586","MM7-7","J","1","Rock Creek","012aN1","Cool","Wet","LLL_0512",3.19,2014-05-12,0
"542","587","MM7-7","K","1","Wawona","186aC2","Cool","Wet","LLL_0512",2.44,2014-05-12,0
"543","588","MM7-7","L","1","West Fork Mojave River","WFM11","Cool","Wet","LLL_0512",2.46,2014-05-12,0
"545","590","MM7-7","N","1","Cottonwood Creek","346a","Cool","Wet","LLL_0512",0.43,2014-05-12,0
"546","591","MM7-7","A","2","Cuyamaca Rancho","CUR3","Cool","Wet","LLL_0512",1.66,2014-05-12,0
"547","593","MM7-7","C","2","Grade Road Palomar","GRP1","Cool","Wet","LLL_0512",2.17,2014-05-12,0
"551","597","MM7-7","G","2","Mill Creek","MIL1","Cool","Wet","LLL_0512",2.58,2014-05-12,0
"552","598","MM7-7","H","2","North Fork Middle Tule","NMT4","Cool","Wet","LLL_0512",2.31,2014-05-12,0
"553","599","MM7-7","I","2","Paradise Creek","PRD3","Cool","Wet","LLL_0512",1.22,2014-05-12,0
"554","600","MM7-7","J","2","Rainbow Pool","RBW1","Cool","Wet","LLL_0512",3.56,2014-05-12,0
"555","601","MM7-7","K","2","Redwood Creek","RWD7","Cool","Wet","LLL_0512",1.29,2014-05-12,0
"556","602","MM7-7","L","2","Rock Creek","001aN1","Cool","Wet","LLL_0512",2.25,2014-05-12,0
"558","604","MM7-7","N","2","West Fork Mojave River","WFM9","Cool","Wet","LLL_0512",2.24,2014-05-12,0
"560","606","MM7-7","B","3","Cottonwood Creek","355a","Cool","Wet","LLL_0512",3.29,2014-05-12,0
"561","607","MM7-7","C","3","Cuyamaca Rancho","CUR1","Cool","Wet","LLL_0512",2.05,2014-05-12,0
"562","608","MM7-7","D","3","Deep Creek","DPC1","Cool","Wet","LLL_0512",0.79,2014-05-12,0
"563","609","MM7-7","E","3","Grade Road Palomar","GRP7","Cool","Wet","LLL_0512",0.53,2014-05-12,0
"565","611","MM7-7","G","3","Little Jameson","LIJ5","Cool","Wet","LLL_0512",1.62,2014-05-12,0
"566","613","MM7-7","I","3","Mill Creek","MIL7","Cool","Wet","LLL_0512",2.91,2014-05-12,0
"567","614","MM7-7","J","3","North Fork Middle Tule","NMT6","Cool","Wet","LLL_0512",1.91,2014-05-12,0
"568","615","MM7-7","K","3","Paradise Creek","PRD3","Cool","Wet","LLL_0512",0.9,2014-05-12,0
"569","616","MM7-7","L","3","Rainbow Pool","RBW3","Cool","Wet","LLL_0512",4.12,2014-05-12,0
"570","617","MM7-7","M","3","Redwood Creek","RWD1","Cool","Wet","LLL_0512",1.51,2014-05-12,0
"571","618","MM7-7","N","3","Rock Creek","006aN1","Cool","Wet","LLL_0512",1.47,2014-05-12,0
"573","620","MM7-7","B","4","West Fork Mojave River","WFM5","Cool","Wet","LLL_0512",2.23,2014-05-12,0
"574","621","MM7-7","C","4","Whitewater Canyon","WWC11","Cool","Wet","LLL_0512",2.98,2014-05-12,0
"575","623","MM7-7","E","4","Cuyamaca Rancho","CUR5","Cool","Wet","LLL_0512",0.93,2014-05-12,0
"576","624","MM7-7","F","4","Deep Creek","DPC3","Cool","Wet","LLL_0512",5.7,2014-05-12,0
"577","625","MM7-7","G","4","Grade Road Palomar","GRP3","Cool","Wet","LLL_0512",1.76,2014-05-12,0
"578","626","MM7-7","H","4","Hauser Creek","HAU11","Cool","Wet","LLL_0512",1.69,2014-05-12,0
"580","628","MM7-7","J","4","Middle Yuba","MYU3","Cool","Wet","LLL_0512",4.04,2014-05-12,0
"581","629","MM7-7","K","4","Mill Creek","MIL9","Cool","Wet","LLL_0512",2.76,2014-05-12,0
"582","630","MM7-7","L","4","North Fork Middle Tule","NMT7","Cool","Wet","LLL_0512",1.35,2014-05-12,0
"584","632","MM7-7","N","4","Rainbow Pool","RBW3","Cool","Wet","LLL_0512",3.27,2014-05-12,0
"585","633","MM7-7","A","5","Redwood Creek","RWD9","Cool","Wet","LLL_0512",3.01,2014-05-12,0
"586","634","MM7-7","B","5","Rock Creek","009aN1","Cool","Wet","LLL_0512",0.7,2014-05-12,0
"588","636","MM7-7","D","5","West Fork Mojave River","WFM3","Cool","Wet","LLL_0512",0.97,2014-05-12,0
"590","638","MM7-7","F","5","Cottonwood Creek","356a","Cool","Wet","LLL_0512",1.84,2014-05-12,0
"591","639","MM7-7","G","5","Cuyamaca Rancho","CUR9","Cool","Wet","LLL_0512",2.6,2014-05-12,0
"592","640","MM7-7","H","5","Deep Creek","DPC1","Cool","Wet","LLL_0512",1.22,2014-05-12,0
"593","641","MM7-7","J","5","Hauser Creek","HAU7","Cool","Wet","LLL_0512",1.74,2014-05-12,0
"594","642","MM7-7","K","5","Little Jameson","LIJ1","Cool","Wet","LLL_0512",0.58,2014-05-12,0
"596","644","MM7-7","M","5","Mill Creek","MIL3","Cool","Wet","LLL_0512",2.04,2014-05-12,0
"598","646","MM7-7","A","6","Paradise Creek","PRD7","Cool","Wet","LLL_0512",2,2014-05-12,0
"599","647","MM7-7","B","6","Rainbow Pool","RBW3","Cool","Wet","LLL_0512",1.72,2014-05-12,0
"600","648","MM7-7","C","6","Redwood Creek","RWD2","Cool","Wet","LLL_0512",4.03,2014-05-12,0
"601","649","MM7-7","D","6","Rock Creek","014aN1","Cool","Wet","LLL_0512",1.04,2014-05-12,0
"602","650","MM7-7","E","6","Wawona","188aC2","Cool","Wet","LLL_0512",2.64,2014-05-12,0
"603","651","MM7-7","F","6","West Fork Mojave River","WFM1","Cool","Wet","LLL_0512",2.11,2014-05-12,0
"604","652","MM7-7","G","6","Whitewater Canyon","WWC5","Cool","Wet","LLL_0512",3.46,2014-05-12,0
"606","654","MM7-7","I","6","Cuyamaca Rancho","CUR7","Cool","Wet","LLL_0512",1.2,2014-05-12,0
"609","657","MM7-7","M","6","Little Jameson","LIJ9","Cool","Wet","LLL_0512",1.19,2014-05-12,0
"610","658","MM7-7","A","7","Mill Creek","MIL11","Cool","Wet","LLL_0512",3.55,2014-05-12,0
"611","659","MM7-7","C","7","Paradise Creek","PRD1","Cool","Wet","LLL_0512",0.67,2014-05-12,0
"613","661","MM7-7","E","7","Redwood Creek","RWD5","Cool","Wet","LLL_0512",0.92,2014-05-12,0
"614","662","MM7-7","F","7","Rock Creek","004aN1","Cool","Wet","LLL_0512",0.88,2014-05-12,0
"616","664","MM7-7","H","7","West Fork Mojave River","WFM7","Cool","Wet","LLL_0512",1.78,2014-05-12,0
"617","665","MM7-7","J","7","Cottonwood Creek","370a","Cool","Wet","LLL_0512",1.25,2014-05-12,0
"618","666","MM7-7","K","7","Cuyamaca Rancho","CUR11","Cool","Wet","LLL_0512",2.24,2014-05-12,0
"619","667","MM7-7","L","7","Deep Creek","DPC5","Cool","Wet","LLL_0512",1.57,2014-05-12,0
"620","672","MM7-7","I","7","Whitewater Canyon","WWC1","Cool","Wet","LLL_0512",1.56,2014-05-12,0
"621","673","MM7-8","A","1","Deep Creek","DPC2","Cool","Wet","LLL_0512",1.33,2014-05-12,0
"622","674","MM7-8","B","1","Grade Road Palomar","GRP6","Cool","Wet","LLL_0512",2.81,2014-05-12,0
"623","675","MM7-8","C","1","Hauser Creek","HAU4","Cool","Wet","LLL_0512",2.12,2014-05-12,0
"624","677","MM7-8","E","1","Middle Yuba","MYU2","Cool","Wet","LLL_0512",1.02,2014-05-12,0
"625","678","MM7-8","F","1","Mill Creek","MIL2","Cool","Wet","LLL_0512",1.89,2014-05-12,0
"626","679","MM7-8","G","1","North Fork Middle Tule","NMT1","Cool","Wet","LLL_0512",1.16,2014-05-12,0
"627","680","MM7-8","H","1","Paradise Creek","PRD7","Cool","Wet","LLL_0512",8.39,2014-05-12,0
"628","681","MM7-8","I","1","Rainbow Pool","RBW2","Cool","Wet","LLL_0512",2.93,2014-05-12,0
"629","682","MM7-8","J","1","Redwood Creek","RWD7","Cool","Wet","LLL_0512",2.19,2014-05-12,0
"630","685","MM7-8","M","1","West Fork Mojave River","WFM12","Cool","Wet","LLL_0512",2.8,2014-05-12,0
"631","686","MM7-8","N","1","Whitewater Canyon","WWC12","Cool","Wet","LLL_0512",2.22,2014-05-12,0
"633","688","MM7-8","B","2","Cuyamaca Rancho","CUR8","Cool","Wet","LLL_0512",0.67,2014-05-12,0
"634","689","MM7-8","C","2","Deep Creek","DPC2","Cool","Wet","LLL_0512",1.99,2014-05-12,0
"635","690","MM7-8","D","2","Grade Road Palomar","GRP4","Cool","Wet","LLL_0512",2.2,2014-05-12,0
"637","692","MM7-8","F","2","Little Jameson","LIJ6","Cool","Wet","LLL_0512",0.68,2014-05-12,0
"638","694","MM7-8","H","2","Mill Creek","MIL6","Cool","Wet","LLL_0512",3.23,2014-05-12,0
"639","695","MM7-8","I","2","North Fork Middle Tule","NMT3","Cool","Wet","LLL_0512",2.87,2014-05-12,0
"640","696","MM7-8","J","2","Paradise Creek","PRD4","Cool","Wet","LLL_0512",2.16,2014-05-12,0
"641","697","MM7-8","K","2","Rainbow Pool","RBW2","Cool","Wet","LLL_0512",1.38,2014-05-12,0
"643","699","MM7-8","M","2","Rock Creek","015aN1","Cool","Wet","LLL_0512",0.6,2014-05-12,0
"644","700","MM7-8","N","2","Wawona","187aC2","Cool","Wet","LLL_0512",2.47,2014-05-12,0
"645","702","MM7-8","B","3","Whitewater Canyon","WWC2","Cool","Wet","LLL_0512",2.45,2014-05-12,0
"646","703","MM7-8","C","3","Cottonwood Creek","348a","Cool","Wet","LLL_0512",4.03,2014-05-12,0
"647","704","MM7-8","D","3","Cuyamaca Rancho","CUR12","Cool","Wet","LLL_0512",0.88,2014-05-12,0
"649","706","MM7-8","F","3","Grade Road Palomar","GRP2","Cool","Wet","LLL_0512",2.06,2014-05-12,0
"650","707","MM7-8","G","3","Hauser Creek","HAU6","Cool","Wet","LLL_0512",1.7,2014-05-12,0
"651","708","MM7-8","H","3","Little Jameson","LIJ12","Cool","Wet","LLL_0512",0.5,2014-05-12,0
"654","711","MM7-8","K","3","North Fork Middle Tule","NMT8","Cool","Wet","LLL_0512",1.02,2014-05-12,0
"655","712","MM7-8","L","3","Paradise Creek","PRD2","Cool","Wet","LLL_0512",1.77,2014-05-12,0
"656","713","MM7-8","M","3","Rainbow Pool","RBW2","Cool","Wet","LLL_0512",7.3,2014-05-12,0
"659","716","MM7-8","B","4","Wawona","191aC2","Cool","Wet","LLL_0512",1.82,2014-05-12,0
"660","717","MM7-8","C","4","West Fork Mojave River","WFM6","Cool","Wet","LLL_0512",3.03,2014-05-12,0
"661","718","MM7-8","D","4","Whitewater Canyon","WWC10","Cool","Wet","LLL_0512",0.95,2014-05-12,0
"662","719","MM7-8","E","4","Cottonwood Creek","361a","Cool","Wet","LLL_0512",3.27,2014-05-12,0
"663","720","MM7-8","F","4","Cuyamaca Rancho","CUR6","Cool","Wet","LLL_0512",2.28,2014-05-12,0
"665","722","MM7-8","H","4","Grade Road Palomar","GRP2","Cool","Wet","LLL_0512",1.81,2014-05-12,0
"666","723","MM7-8","I","4","Hauser Creek","HAU10","Cool","Wet","LLL_0512",1.15,2014-05-12,0
"667","724","MM7-8","J","4","Little Jameson","LIJ10","Cool","Wet","LLL_0512",0.8,2014-05-12,0
"668","725","MM7-8","K","4","Middle Yuba","MYU4","Cool","Wet","LLL_0512",1.5,2014-05-12,0
"670","727","MM7-8","M","4","North Fork Middle Tule","NMT5","Cool","Wet","LLL_0512",1.38,2014-05-12,0
"671","728","MM7-8","N","4","Paradise Creek","PRD6","Cool","Wet","LLL_0512",1.59,2014-05-12,0
"672","729","MM7-8","A","5","Rainbow Pool","RBW4","Cool","Wet","LLL_0512",1.03,2014-05-12,0
"673","730","MM7-8","B","5","Redwood Creek","RWD5","Cool","Wet","LLL_0512",2.27,2014-05-12,0
"674","731","MM7-8","C","5","Rock Creek","007aN1","Cool","Wet","LLL_0512",0.64,2014-05-12,0
"675","732","MM7-8","D","5","Wawona","185aC2","Cool","Wet","LLL_0512",0.56,2014-05-12,0
"676","733","MM7-8","E","5","West Fork Mojave River","WFM8","Cool","Wet","LLL_0512",4.54,2014-05-12,0
"677","734","MM7-8","F","5","Whitewater Canyon","WWC4","Cool","Wet","LLL_0512",1.01,2014-05-12,0
"678","735","MM7-8","G","5","Cottonwood Creek","349a","Cool","Wet","LLL_0512",1.95,2014-05-12,0
"679","736","MM7-8","H","5","Cuyamaca Rancho","CUR10","Cool","Wet","LLL_0512",1.92,2014-05-12,0
"681","738","MM7-8","J","5","Grade Road Palomar","GRP6","Cool","Wet","LLL_0512",3.09,2014-05-12,0
"682","739","MM7-8","K","5","Hauser Creek","HAU8","Cool","Wet","LLL_0512",0.49,2014-05-12,0
"684","741","MM7-8","M","5","Middle Yuba","MYU6","Cool","Wet","LLL_0512",0.26,2014-05-12,0
"685","742","MM7-8","N","5","Mill Creek","MIL8","Cool","Wet","LLL_0512",0.25,2014-05-12,0
"686","743","MM7-8","A","6","North Fork Middle Tule","NMT7","Cool","Wet","LLL_0512",1.02,2014-05-12,0
"687","744","MM7-8","B","6","Paradise Creek","PRD2","Cool","Wet","LLL_0512",1.73,2014-05-12,0
"688","745","MM7-8","C","6","Rainbow Pool","RBW4","Cool","Wet","LLL_0512",0.64,2014-05-12,0
"689","746","MM7-8","D","6","Redwood Creek","RWD8","Cool","Wet","LLL_0512",1.01,2014-05-12,0
"691","748","MM7-8","F","6","Wawona","183aC2","Cool","Wet","LLL_0512",1.92,2014-05-12,0
"692","749","MM7-8","G","6","West Fork Mojave River","WFM4","Cool","Wet","LLL_0512",1.3,2014-05-12,0
"693","750","MM7-8","H","6","Whitewater Canyon","WWC8","Cool","Wet","LLL_0512",1.52,2014-05-12,0
"694","751","MM7-8","I","6","Cottonwood Creek","364a","Cool","Wet","LLL_0512",3.53,2014-05-12,0
"695","752","MM7-8","J","6","Cuyamaca Rancho","CUR4","Cool","Wet","LLL_0512",1.12,2014-05-12,0
"696","753","MM7-8","L","6","Grade Road Palomar","GRP4","Cool","Wet","LLL_0512",3.45,2014-05-12,0
